Initial Setting;number of classes;Number of attributes;Number of references;Max hierarchical concatenation;Max DIT;Maintainability;Understandability;Complexity;Reusability;
http://www.correttouml.org/grammars/StateMachineTriggers;5.0;5.0;5.0;0.0;3.0;3.6;1.0;1.0;0.0;
http://b/1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://linuxnetconf/1.0;16.0;14.0;9.0;3.0;2.0;8.8;2.0;15.0;0.47727272;
http://thisdomain/1.0;2.0;2.0;3.0;0.0;0.0;1.4;1.0;7.0;0.0;
http://www.example.org/metamodel;6.0;5.0;6.0;1.0;2.0;4.0;1.3333334;3.3333335;0.15384616;
http://www.tocea.com/codewatch/architecture/;26.0;7.0;12.0;3.0;1.0;9.8;2.2692308;19.26923;0.85271317;
platform:/resource/org.mule.ide.emf/xml/mule.xsd;58.0;129.0;222.0;0.0;8.0;83.4;1.0;1.0;0.0;
http://www.eclipse.org/mdt/uml2tools/sequence-diagram/1.0;37.0;33.0;3.0;6.0;2.0;16.2;2.7027028;62.7027;0.53846157;
http://nima/1.0;9.0;20.0;38.0;1.0;3.0;14.2;1.2222222;21.222221;0.14705883;
http://workaround/1.0;11.0;19.0;29.0;0.0;2.0;12.2;1.0;10.0;0.0;
http://compiler/1.0;12.0;8.0;0.0;1.0;1.0;4.4;1.25;3.25;0.0;
http://www.emftext.org/sparql;144.0;119.0;20.0;9.0;9.0;60.2;3.7361112;3.7361112;0.729572;
http://at.bestsolution.efxclipse.tooling.jdt/1.0;20.0;25.0;65.0;0.0;3.0;22.6;1.0;1.0;0.0;
PetriNet;5.0;4.0;4.0;1.0;1.0;3.0;1.4;3.4;0.2;
com.car.dsml;39.0;12.0;25.0;2.0;3.0;16.2;1.9230769;4.9230766;0.49315068;
http://www.sysfera.com/emf/vishnu/data;1.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;
http://www.eclipse.org/intent/bridges/tags/0.7;2.0;1.0;2.0;0.0;1.0;1.2;1.0;1.0;0.0;
http:///gov/redhawk/eclipsecorba/idl.operations.ecore;53.0;36.0;38.0;12.0;2.0;28.2;4.735849;16.73585;0.8266979;
imml;20.0;18.0;12.0;2.0;3.0;11.0;1.5;7.5;0.14285715;
http://iec.ch/TC57/2009/CIM-schema-cim14#;58.0;80.0;114.0;5.0;0.0;51.4;3.6206896;243.6207;0.6626087;
http://eclipse.org/mylyn/tasks/emftasks/1.0;3.0;2.0;16.0;0.0;2.0;4.6;1.0;2.0;0.0;
http://www.ibm.com/xmlns/prod/commerce/9/infrastructure;31.0;67.0;22.0;1.0;2.0;24.6;1.3225807;1.3225807;0.35971224;
http://www.eclipse.org/scout/saml/Saml;35.0;47.0;90.0;4.0;3.0;35.8;2.6571429;22.657143;0.5566343;
http://eclipse.org/koneki;1.0;0.0;2.0;0.0;0.0;0.6;1.0;1.0;0.0;
http://www.Macro;12.0;4.0;17.0;2.0;1.0;7.2;1.8333334;1.8333334;0.25;
http://www.bluexml.com/rwm/risk/1.0/;2.0;1.0;3.0;0.0;1.0;1.4;1.0;1.0;0.0;
List;2.0;2.0;1.0;0.0;1.0;1.2;1.0;3.0;0.0;
http://graphicalprocesseditormodel/1.0;7.0;8.0;4.0;1.0;2.0;4.4;1.5714285;5.5714283;0.25;
http://www.iae.nsk.su/Reflex;39.0;40.0;22.0;2.0;14.0;23.4;1.1025641;1.1025641;0.0;
http://www.eclipse.org/acceleo/profiler/3.0;4.0;5.0;4.0;1.0;2.0;3.2;1.25;7.25;0.4375;
http://fuzzino.fuzzing.fokus.fraunhofer.de/response;21.0;28.0;46.0;0.0;3.0;19.6;1.0;1.0;0.0;
http://senac.es/boxmm;11.0;16.0;1.0;2.0;4.0;6.8;2.090909;21.090908;0.32;
http://acon/1.0;12.0;14.0;13.0;2.0;2.0;8.6;1.5;8.5;0.34146342;
http:///www.hp.com/spmass/contractM;3.0;2.0;4.0;1.0;0.0;2.0;1.6666666;7.6666665;0.25;
http://www.eclipse.org/hyades/schema/Context.xsd;4.0;7.0;28.0;0.0;2.0;8.2;1.0;1.0;0.0;
http://sca.jpeojtrs.mil/dpd;9.0;19.0;27.0;0.0;3.0;11.6;1.0;1.0;0.0;
http://rss/2.5.6;10.0;11.0;16.0;1.0;2.0;8.0;1.2;3.2;0.12903225;
http://app.choco;3.0;3.0;14.0;0.0;1.0;4.2;1.0;8.0;0.0;
flow_concept;10.0;6.0;5.0;1.0;1.0;4.6;1.7;13.7;0.56;
fr.irisa.testK3/ConcreteUI;7.0;2.0;9.0;2.0;0.0;4.0;2.2857144;7.285714;0.3529412;
http://org/ai4fm/filehistory;3.0;2.0;6.0;0.0;2.0;2.6;1.0;1.0;0.0;
http://www.eclipse.org/ecf/discovery.ecore;5.0;4.0;15.0;0.0;4.0;5.6;1.0;3.0;0.0;
http://conceptmodel/1.0;5.0;5.0;0.0;0.0;4.0;2.8;1.0;6.0;0.0;
com.sap.glx.bpmn.ecorepatcher.exceptions;2.0;1.0;4.0;0.0;1.0;1.6;1.0;1.0;0.0;
http://www.kermeta.org/kermeta/1_2_0//kermeta;64.0;85.0;37.0;6.0;3.0;39.0;3.96875;85.96875;0.6863753;
http://www.eclipse.org/qvt/1.0/Unresolved;2.0;2.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;
http://eclipse.org/jst/server/generic/ServerTypeDefinition;16.0;17.0;48.0;0.0;1.0;16.4;1.0;1.0;0.0;
http://org/ai4fm/proofprocess/v1.0.0;16.0;20.0;7.0;1.0;3.0;9.4;1.25;4.25;0.12903225;
http://www.jboss.org/byteman/eclipse/Byteman;57.0;31.0;31.0;3.0;4.0;25.2;2.8070176;2.8070176;0.46086955;
http://de.hub.clickwatch.analysis.results;23.0;16.0;9.0;2.0;2.0;10.4;2.2173913;15.217391;0.5;
http://dataset/1.0;20.0;18.0;31.0;1.0;4.0;14.8;1.1;8.1;0.14035088;
http://www.flower-platform.com/xmi/FlowerDiagramNotation_1.0.0;24.0;18.0;15.0;5.0;2.0;12.8;2.4166667;44.416668;0.6117647;
http://axdt.org/uri/Axdt;9.0;5.0;6.0;3.0;1.0;4.8;2.5555556;13.555555;0.26666668;
http://http://mdcf.santos.cis.ksu.edu/devicemodel/DeviceModelingLanguage;69.0;61.0;29.0;3.0;2.0;32.8;2.0289855;11.028986;0.26229507;
http://wikis.uca.es/wikiPLII/index.php/Videojuegos_Educativos_DSL;10.0;6.0;13.0;2.0;2.0;6.6;1.9;4.9;0.6545454;
http://iec.ch/TC57/2009/CIM-schema-cim14?profile=http://iec.ch/TC57/2007/profile;61.0;64.0;141.0;7.0;0.0;54.6;4.377049;196.37704;0.7368421;
http://www.makumba.org/devel/plugin/eclipse/mdd/MDD;80.0;79.0;39.0;7.0;4.0;41.8;1.725;4.725;0.33333334;
http://tcd.ie;81.0;4.0;1733.0;1.0;1.0;364.0;1.962963;3.962963;0.11872146;
fr;4.0;4.0;2.0;1.0;0.0;2.2;1.5;12.5;0.5;
http://www.devboost.de/opa;12.0;12.0;16.0;1.0;2.0;8.6;1.4166666;3.4166665;0.0;
http://www.marcotinacci.it/xturing/XTuring;5.0;7.0;10.0;0.0;3.0;5.0;1.0;3.0;0.0;
http://www.xtext.org/example/mydsl/GACL;19.0;34.0;5.0;1.0;3.0;12.4;1.4736842;4.4736843;0.0;
http://www.eclipse.org/xwt/presentation;135.0;136.0;485.0;6.0;4.0;153.2;2.6740742;2.6740742;0.8466288;
http://www.eclipse.org/e4/xaml_demo;3.0;3.0;12.0;0.0;1.0;3.8;1.0;6.0;0.0;
http://www.esito.no/no/esito/genova/em.ecore;10.0;0.0;14.0;0.0;0.0;4.8;1.0;1.0;0.0;
http://eclipse.org/dltk/cache_model;3.0;2.0;7.0;0.0;2.0;2.8;1.0;1.0;0.0;
http://www.eclipse.org/osee/framework/core/dsl/OseeDsl;37.0;46.0;45.0;2.0;2.0;26.4;1.6216216;23.621622;0.1495327;
http://www.eclipse.org/emf/texo/test/model/issues/bz377606;2.0;1.0;5.0;0.0;1.0;1.8;1.0;1.0;0.0;
http://org.eclipse.viatra2.emf.incquery.stochsim.model;4.0;3.0;1.0;1.0;1.0;2.0;1.5;3.5;0.33333334;
library;7.0;8.0;5.0;1.0;2.0;4.6;1.4285715;18.428572;0.4090909;
http://aigle-tp5.v0;7.0;12.0;10.0;0.0;2.0;6.2;1.0;11.0;0.0;
http://e2/1.0;8.0;15.0;18.0;0.0;3.0;8.8;1.0;7.0;0.0;
http://www.modelexecution.org/fuml;104.0;158.0;56.0;10.0;3.0;66.2;6.0673075;201.0673;0.87651473;
http://www.eclipse.org/ocl/3.2.0/Markup;15.0;3.0;14.0;2.0;1.0;7.0;2.5333333;8.533333;0.6851852;
http://lig.imag.fr/dsl/ExSchema;6.0;5.0;5.0;1.0;2.0;3.8;1.5;1.5;0.375;
http://idlmm/1.0;26.0;16.0;29.0;4.0;2.0;15.4;2.5384614;13.538462;0.67153287;
http://www.gastro.org/inventory/1.0;13.0;23.0;17.0;1.0;1.0;11.0;1.3076923;54.307693;0.09090909;
platform:/resource/org.eclipse.e4.tm.examples/viewers/viewers.ecore;7.0;7.0;4.0;0.0;2.0;4.0;1.0;1.0;0.0;
http://subsumption/1.0;7.0;11.0;7.0;1.0;2.0;5.6;1.2857143;23.285715;0.1;
http://era/foss/erf;28.0;26.0;16.0;3.0;3.0;15.2;2.2857144;29.285715;0.6666667;
http://www.istic.fr/idm/cellularautomata/evolution;18.0;11.0;1.0;2.0;2.0;6.8;2.2777777;2.2777777;0.6;
rpg;14.0;16.0;5.0;2.0;3.0;8.0;1.7142857;10.714286;0.46153846;
http://education/multichoice/model/multichoicesystem;8.0;10.0;16.0;0.0;4.0;7.6;1.0;4.0;0.0;
http:///mil/jpeojtrs/sca/cf/extended.ecore;46.0;0.0;0.0;21.0;0.0;13.4;6.0869565;6.0869565;NaN;
http://www.eclipselabs.org/grammars/Turtle;26.0;11.0;10.0;4.0;2.0;10.6;2.5;3.5;0.16;
http://metamodel/1.0;19.0;19.0;17.0;2.0;3.0;12.0;1.6315789;8.631578;0.2173913;
http://www.mod4j.org/datacontract;19.0;20.0;19.0;3.0;2.0;12.6;2.7894738;42.789474;0.70229006;
http://www.quamoco.de/qm/v17;61.0;65.0;37.0;8.0;4.0;35.0;4.704918;99.70492;0.7801724;
http://www.bestsolution.at/efxclipse/tooling/css/CssDsl;31.0;24.0;24.0;3.0;4.0;17.2;1.6451613;1.6451613;0.020408163;
http://itemlist/1.0;5.0;3.0;3.0;1.0;2.0;2.8;1.4;4.4;0.4;
http://torusfw.org/org.torusfw.tools.emf/emftools.ecore;3.0;1.0;6.0;0.0;1.0;2.2;1.0;2.0;0.0;
http://www.xtext.org/example/hellobuck/HelloBuck;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://iec.ch/TC57/2009/CIM-schema-cim14?profile=http://iec.ch/TC57/2007/profile;11.0;12.0;15.0;1.0;0.0;7.8;1.9090909;37.90909;0.27027026;
http://www.modelexecution.org/xmof;84.0;106.0;26.0;8.0;4.0;45.6;5.642857;107.64285;0.8695652;
http://www.postfinance.ch/zvis/prim_pkg2/Prim_pkg2;14.0;21.0;109.0;0.0;4.0;29.6;1.0;2.0;0.0;
http://www.eclipse.org/papyrus/0.8.0/ExtendedSysML;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
https://github.com/fredrikattebrant/emf.uuid.library.example/1.0;3.0;4.0;3.0;0.0;1.0;2.2;1.0;7.0;0.0;
http://kieler.cs.cau.de/KGraph;11.0;16.0;5.0;2.0;1.0;7.0;2.0;31.0;0.32258064;
http://org.eclipse.jst.jsf.facelet.core/additionalTagMetadata.ecore;2.0;1.0;4.0;0.0;1.0;1.6;1.0;1.0;0.0;
http://www.sonatype.org/maven/DependencyDsl;12.0;10.0;21.0;1.0;2.0;9.2;1.1666666;3.1666665;0.060606062;
http://www.w3.org/XML/1998/namespace;1.0;2.0;4.0;0.0;1.0;1.6;1.0;1.0;0.0;
http://inf.mit.bme.hu/donat/incquery-deps/repomodel;9.0;13.0;23.0;2.0;1.0;9.6;2.3333333;30.333334;0.41935483;
http:///pl/zgora/uz/egt.ecore;6.0;5.0;6.0;1.0;2.0;4.0;1.3333334;3.3333335;0.3529412;
http://www.cau.de/cs/kieler/sim/eso/Eso;10.0;7.0;8.0;0.0;4.0;5.8;1.0;1.0;0.0;
http:///gov/redhawk/eclipsecorba/idl.ecore;50.0;33.0;35.0;12.0;2.0;26.4;4.6;15.6;0.8242894;
http://eclipse.org/remusassignments/1.0;2.0;1.0;5.0;0.0;1.0;1.8;1.0;1.0;0.0;
ssl;21.0;13.0;17.0;2.0;1.0;10.8;1.7142857;31.714285;0.33333334;
http://www.catedrasaes.org/Box;14.0;15.0;18.0;1.0;4.0;10.4;1.4285715;5.4285717;0.26666668;
http://www.obeo.fr/training/training/1.0;6.0;8.0;5.0;1.0;1.0;4.2;1.3333334;10.333334;0.23529412;
http://sourceforge.net/projects/selflet/;34.0;33.0;34.0;1.0;4.0;21.2;1.1764706;4.1764708;0.22988506;
http://reuseware.org/example/ecore/ObserverPattern;2.0;2.0;0.0;0.0;0.0;0.8;1.0;7.0;0.0;
http://csvml/1.0;10.0;8.0;11.0;1.0;3.0;6.6;1.6;5.6;0.5365854;
http://www.emftext.org/language/rails;9.0;6.0;5.0;1.0;2.0;4.6;1.4444444;3.4444444;0.42105263;
mprolog;12.0;13.0;5.0;1.0;4.0;7.0;1.5;1.5;0.25;
http://www.emftext.org/language/abnf;22.0;13.0;11.0;2.0;5.0;10.6;1.7727273;2.7727273;0.22580644;
http://www.opengis.net/gml;28.0;41.0;60.0;5.0;3.0;27.4;2.4285715;2.4285715;0.38787878;
baseNotationMetamodel/1.0;5.0;2.0;2.0;3.0;1.0;2.6;1.8;2.8;0.33333334;
org.ollabaca.on;14.0;9.0;13.0;2.0;1.0;7.8;2.0;5.0;0.0;
http://www.wfmc.org/2002/XPDL1.0;65.0;191.0;126.0;0.0;5.0;77.4;1.0;1.0;0.0;
http://genericity/types/atl;22.0;15.0;6.0;2.0;2.0;9.4;2.1818182;12.181818;0.43243244;
http://org.se/xecore;0.0;0.0;0.0;0.0;0.0;0.0;NaN;NaN;NaN;
http://www.obeonetwork.org/dsl/togaf/contentfwk/9.0.0;47.0;166.0;102.0;3.0;1.0;63.8;2.4468086;335.4468;0.5889571;
http://www.dubture.com/editor/sass/Sass;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.iec.ch/61850/2006/SCL;120.0;117.0;213.0;6.0;3.0;91.8;2.7333333;2.7333333;0.60144925;
http://CellAutomata.istic.fr/CellCore;11.0;0.0;1.0;3.0;0.0;3.0;2.8181818;2.8181818;0.0;
http://eclipsesource.com/accounting;9.0;12.0;11.0;1.0;1.0;6.8;1.3333334;23.333334;0.115384616;
http://types.modulob.dubmas.de/1.0;6.0;3.0;3.0;1.0;1.0;2.8;1.5;2.5;0.33333334;
http://www.panlab.org/FederationOffice;59.0;74.0;56.0;3.0;6.0;39.6;2.0338984;60.033897;0.6296296;
http://www.bluecorn.biz/dsl/things/ThingDsl;4.0;1.0;1.0;1.0;1.0;1.6;1.5;1.5;0.5;
http://www.eclipse.org/acceleo/tutorial/webapp;25.0;24.0;18.0;2.0;4.0;14.6;1.88;41.879997;0.45454547;
platform:/resource/OurPartialIFC/model/OurPartialIFC.ecore;13.0;13.0;4.0;2.0;2.0;6.8;2.3076923;6.3076925;0.37037036;
courses;4.0;4.0;12.0;0.0;2.0;4.4;1.0;2.0;0.0;
http://sbp.designer.org/volere/v1;4.0;2.0;5.0;2.0;1.0;2.8;2.0;3.0;0.5882353;
http://www.carnot.ag/repository/4.3;4.0;2.0;5.0;0.0;2.0;2.6;1.0;1.0;0.0;
www.eclipse.org/context;8.0;5.0;2.0;1.0;3.0;3.8;1.375;5.375;0.46153846;
http://www.eclipse.org/examples/tree;2.0;3.0;2.0;0.0;1.0;1.6;1.0;7.0;0.0;
http://www.puppetlabs.com/geppetto/1.0.0/Junitresult;11.0;6.0;30.0;2.0;2.0;10.2;1.9090909;1.9090909;0.4;
http:///buildingsmart.ifc.ecore;801.0;582.0;1472.0;9.0;5.0;573.8;4.6154804;1006.6155;0.7202016;
http://www.bestsolution.at/efxclipse/tooling/css/cssext/CssExtDsl;29.0;35.0;24.0;2.0;2.0;18.4;1.6551725;4.6551723;0.14492753;
http://com/intellicod/rcp/e4/decobat;12.0;9.0;72.0;0.0;3.0;19.2;1.0;5.0;0.0;
http:///mymodel.ecore;1.0;0.0;1.0;0.0;0.0;0.4;1.0;1.0;0.0;
http://www.ucd.ie/bonIDE;17.0;12.0;21.0;2.0;2.0;10.8;1.6470588;3.647059;0.29787233;
http://www.eclipse.org/xtext/generator/parser/antlr/simpleAntlr;16.0;14.0;8.0;2.0;2.0;8.4;1.75;1.75;0.083333336;
http://traceeditor/1.0;9.0;15.0;2.0;1.0;3.0;6.0;1.5555556;11.555555;0.22727273;
petri;3.0;4.0;3.0;0.0;2.0;2.4;1.0;3.0;0.0;
platform:/plugin/no.hal.jex/model/jex.ecore;16.0;11.0;23.0;4.0;2.0;11.2;2.875;21.875;0.7518248;
http://hohenegger.eu/indentationtree;2.0;3.0;3.0;0.0;1.0;1.8;1.0;6.0;0.0;
http:///org/eclipse/tigerstripe/samples/eclipseSummit08/annotations/designNotes.ecore;2.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;
org.eclipse.tigerstripe.ir;2.0;1.0;2.0;0.0;1.0;1.2;1.0;1.0;0.0;
http:///recette1-tp2-v0;7.0;9.0;11.0;0.0;3.0;6.0;1.0;4.0;0.0;
http://www.example.org/smalljava/SmallJava;26.0;21.0;10.0;2.0;2.0;12.2;2.1538463;8.153847;0.27906978;
http://www.eclipse.org/acceleo/mt/2.6.0;29.0;23.0;21.0;3.0;3.0;15.8;2.5172415;3.5172415;0.505618;
http://www.reuseware.org/application/taipan;36.0;15.0;12.0;3.0;3.0;13.8;2.0833333;14.083333;0.22857143;
minuml1;14.0;13.0;5.0;3.0;2.0;7.4;2.642857;20.642857;0.6785714;
http://www.intel.com/llvm/ireditor;135.0;184.0;77.0;3.0;11.0;82.0;1.7555555;9.755555;0.33756346;
http://www.eclipse.org/dltk/validators;3.0;1.0;12.0;0.0;1.0;3.4;1.0;2.0;0.0;
http://org.emftools.validation.builder.resourcedesc/1.0;3.0;6.0;2.0;0.0;0.0;2.2;1.0;17.0;0.0;
http://www.test.com/WSTest;6.0;5.0;22.0;0.0;5.0;7.6;1.0;1.0;0.0;
http://userdefevents/1.0;16.0;12.0;5.0;2.0;1.0;7.2;2.0;10.0;0.37037036;
platform:/resource/org.eclipse.tptp.platform.models/src-probekit/model/probekit.xsd;14.0;27.0;31.0;0.0;1.0;14.6;1.0;1.0;0.0;
http://www.opengis.net/wfs;36.0;51.0;94.0;1.0;2.0;36.8;1.1666666;1.1666666;0.11042945;
http://org/jnect/bodymodel;24.0;26.0;6.0;1.0;2.0;11.8;1.8333334;6.8333335;0.8333333;
http:///eclipselabs.org/egis;4.0;2.0;6.0;1.0;0.0;2.6;1.25;7.25;0.2;
http://www.eclipse.org/ui/2010/UIModel/application;77.0;41.0;70.0;13.0;4.0;41.0;4.4545455;18.454546;0.9025461;
http://www.eclipse.org/examples/gmf/ocldriven/table-of-organization-and-equipment;7.0;15.0;6.0;2.0;1.0;6.2;1.8571428;41.857143;0.1923077;
http://www.big.tuwien.ac.at/me/ws11/soopl;25.0;30.0;7.0;2.0;4.0;13.6;2.28;27.279999;0.50666666;
http://www.robotoworks.com/mechanoid/sharedprefs/SharedPreferencesModel;7.0;3.0;7.0;1.0;3.0;4.2;1.4285715;1.4285715;0.0;
http://www.omg.org/spec/DD/20100524/DC-XMI;3.0;0.0;12.0;0.0;0.0;3.0;1.0;1.0;0.0;
http:///www.eclipse.org/m2m/qvt/oml/MModelUriMap/1.0.0;2.0;1.0;2.0;0.0;1.0;1.2;1.0;1.0;0.0;
http://www.codingvienna.org/Dc6;9.0;4.0;7.0;1.0;3.0;4.8;1.5555556;1.5555556;0.0;
http://www.eclipse.org/core/2009/resources/semantic;3.0;4.0;12.0;1.0;0.0;4.0;1.3333334;11.333333;0.44827586;
http://schema.omg.org/SACM/1.0;125.0;66.0;55.0;7.0;3.0;51.2;6.16;52.16;0.87728196;
http://www.informatik.hu-berlin.de/sam/odemcustom;165.0;123.0;26.0;9.0;4.0;65.4;5.0242424;17.024242;0.72859746;
http://graphbt/1.0;38.0;37.0;66.0;1.0;4.0;29.2;1.1842105;13.184211;0.14876033;
http://www.emftext.org/java;241.0;106.0;19.0;26.0;3.0;79.0;8.365146;16.365147;0.8022152;
http://www.eclipse.org/hyades/schema/Outputter.xsd;9.0;14.0;13.0;1.0;1.0;7.6;1.1111112;1.1111112;0.12903225;
urn:openscada:visualInterface;27.0;19.0;59.0;3.0;2.0;22.0;2.2962964;5.296296;0.6080402;
http:///uk/ac/gda/client/tomo/tomoparameters.ecore;10.0;9.0;36.0;0.0;4.0;11.8;1.0;1.0;0.0;
http://www.paranor.ch/Epla2;9.0;8.0;7.0;1.0;1.0;5.2;1.6666666;10.666666;0.21052632;
itu.dk.aamj.model;6.0;4.0;9.0;1.0;2.0;4.4;1.8333334;1.8333334;0.2777778;
http://www.eclipse.org/e4/tools/workbench/node;1.0;2.0;0.0;0.0;1.0;0.8;1.0;3.0;0.0;
urn:org.milyn.edi.unedifact.v41;22.0;22.0;65.0;0.0;2.0;22.2;1.0;1.0;0.0;
http://genericity/language/gbind;105.0;125.0;35.0;4.0;2.0;54.2;3.0190477;232.01904;0.8732171;
http://iec.ch/TC57/2010/CIM-schema-cim15;27.0;10.0;9.0;5.0;0.0;10.2;4.703704;34.703705;0.85384613;
http://www.xtext.org/example/mydsl/WebAppDSL;30.0;26.0;10.0;3.0;3.0;14.4;2.4;3.4;0.0;
http://eclipse.org/virgo/par.ecore;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;
http://madcow.magic.coll;19.0;13.0;26.0;4.0;2.0;12.8;2.5789473;30.578947;0.8160377;
http://www.cvut.cz/earlgrey/annotation/Annotation;2.0;1.0;3.0;0.0;1.0;1.4;1.0;1.0;0.0;
http://class_diagramm_simple/1.0;7.0;0.0;2.0;0.0;0.0;1.8;1.0;1.0;0.0;
http://modelo/1.0;2.0;0.0;0.0;0.0;0.0;0.4;1.0;1.0;NaN;
http://www.emftext.org/language/sandwich_simple;12.0;3.0;1.0;2.0;1.0;3.8;2.0;3.0;0.42857143;
http://dsg.cs.tcd.ie/smarthouse;16.0;25.0;40.0;0.0;1.0;16.4;1.0;47.0;0.0;
http://AccessControl/1.0;12.0;16.0;4.0;2.0;3.0;7.4;1.8333334;15.833334;0.33333334;
http://www.eclipse.org/emf/compare/writers;4.0;4.0;4.0;0.0;1.0;2.6;1.0;7.0;0.0;
http://www.emftext.org/language/featherweightjava;16.0;19.0;1.0;2.0;3.0;8.2;2.1875;13.1875;0.23076923;
